type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Control,46,40,3-Moderately,Micro (1-4),Paying vendors,Closed,282,3.7,1,Toronto
Control,33,48,2-Slightly,Small (5-99),Payroll,Closed,189,3.2,2,Toronto
Control,34,40,1-Not at all,Small (5-99),Business taxes,Closed,373,3.5,2,Toronto
Control,39,49,5-Extremely,Small (5-99),Rent,Closed,233,3.2,2,Hamilton
Control,44,47,5-Extremely,Small (5-99),Rent,Closed,372,3.6,2,Toronto
Control,33,35,5-Extremely,Micro (1-4),Insurance,Closed,345,3.4,2,Ottawa
Control,43,46,3-Moderately,Small (5-99),Rent,Closed,113,3.4,1,Ottawa
Control,43,51,5-Extremely,Micro (1-4),Paying vendors,Closed,284,3.6,2,Toronto
Control,45,45,3-Moderately,Micro (1-4),Rent,Closed,82,3.3,1,Ottawa
Control,28,37,5-Extremely,Micro (1-4),Insurance,Closed,326,4.6,2,Toronto
Control,45,49,5-Extremely,Small (5-99),Insurance,Closed,35,3.6,2,Toronto
Control,29,43,3-Moderately,Small (5-99),Rent,Closed,60,4.1,2,Toronto
Control,46,37,5-Extremely,Small (5-99),Paying vendors,Closed,279,4,3,Ottawa
Control,36,44,5-Extremely,Small (5-99),Insurance,Closed,291,2.8,2,Toronto
Control,41,44,3-Moderately,Small (5-99),Paying vendors,Closed,66,4.2,2,Toronto
Control,42,43,4-Very,Small (5-99),Paying vendors,Closed,5,3.6,2,Toronto
Control,34,51,5-Extremely,Small (5-99),Business taxes,Closed,325,2.8,2,Toronto
Control,38,55,4-Very,Small (5-99),Business taxes,Closed,131,2.9,3,Ottawa
Control,30,47,5-Extremely,Small (5-99),Insurance,Closed,477,4.2,1,Toronto
Control,36,44,3-Moderately,Micro (1-4),Rent,Closed,74,3,2,Ottawa
Control,36,43,3-Moderately,Micro (1-4),Payroll,Closed,418,3.1,2,Thunder Bay
Control,26,46,3-Moderately,Small (5-99),Payroll,Closed,269,3.4,2,Toronto
Control,42,49,5-Extremely,Micro (1-4),Rent,Closed,391,4.2,2,Toronto
Control,35,40,5-Extremely,Small (5-99),Insurance,Closed,19,4.3,2,Toronto
Control,30,46,4-Very,Small (5-99),Rent,Closed,156,3.5,3,Ottawa
Control,27,45,4-Very,Small (5-99),Payroll,Closed,234,4,2,Toronto
Control,43,55,5-Extremely,Small (5-99),Payroll,Closed,73,3.2,1,Toronto
Control,55,35,4-Very,Small (5-99),Paying vendors,Closed,479,3.2,2,Toronto
Control,38,43,4-Very,Micro (1-4),Rent,Closed,456,3.5,1,Toronto
Control,24,48,5-Extremely,Small (5-99),Business taxes,Closed,412,4.1,2,Toronto
Control,44,37,5-Extremely,Small (5-99),Payroll,Closed,85,3.1,2,London
Control,45,45,4-Very,Small (5-99),Business taxes,Closed,366,2.6,3,Toronto
Control,32,35,4-Very,Small (5-99),Payroll,Closed,228,3.1,2,Toronto
Control,37,39,4-Very,Small (5-99),Payroll,Closed,381,3.4,2,Toronto
Control,31,48,5-Extremely,Small (5-99),Payroll,Closed,372,3.7,2,Toronto
Control,36,38,3-Moderately,Small (5-99),Rent,Closed,126,3.3,1,Toronto
Control,42,49,4-Very,Small (5-99),Rent,Closed,165,4.2,1,Hamilton
Control,29,45,3-Moderately,Small (5-99),Paying vendors,Closed,35,3.9,2,Toronto
Control,36,44,1-Not at all,Micro (1-4),Rent,Closed,220,3.6,2,London
Control,35,42,5-Extremely,Small (5-99),Paying vendors,Closed,429,3.1,2,Ottawa
Control,37,52,5-Extremely,Small (5-99),Rent,Closed,471,3.7,3,Hamilton
Control,37,44,4-Very,Small (5-99),Rent,Closed,474,3.2,0,Ottawa
Control,29,42,3-Moderately,Small (5-99),Business taxes,Closed,77,3.9,2,Toronto
Control,35,47,3-Moderately,Small (5-99),Rent,Closed,293,3.5,2,Toronto
Control,26,46,3-Moderately,Small (5-99),Rent,Closed,112,3.5,2,Toronto
Control,38,45,4-Very,Small (5-99),Business taxes,Closed,174,4.3,2,Toronto
Control,31,45,1-Not at all,Small (5-99),Rent,Closed,234,3.4,2,Ottawa
Control,38,54,4-Very,Small (5-99),Rent,Closed,80,3.3,2,Toronto
Control,36,44,4-Very,Small (5-99),Payroll,Closed,257,3.2,2,Toronto
Control,37,49,4-Very,Micro (1-4),Payroll,Closed,322,3.4,3,London
Control,34,37,5-Extremely,Small (5-99),Business taxes,Closed,314,4.6,2,Hamilton
Control,41,39,4-Very,Micro (1-4),Payroll,Closed,155,3.9,2,Toronto
Control,32,38,4-Very,Small (5-99),Business taxes,Closed,34,3.3,2,Toronto
Control,37,42,5-Extremely,Micro (1-4),Paying vendors,Closed,56,3.4,3,Toronto
Control,45,45,4-Very,Small (5-99),Insurance,Open,18,3,3,Toronto
Control,29,47,3-Moderately,Small (5-99),Payroll,Closed,149,3.5,1,Toronto
Control,41,54,4-Very,Small (5-99),Rent,Open,455,2.2,2,Ottawa
Control,37,49,5-Extremely,Micro (1-4),Rent,Closed,10,3.2,2,Toronto
Control,40,47,4-Very,Micro (1-4),Rent,Closed,180,3.6,2,Toronto
Control,33,48,3-Moderately,Small (5-99),Payroll,Closed,166,2.7,3,Toronto
Control,32,37,4-Very,Small (5-99),Business taxes,Closed,347,3.6,2,Ottawa
Control,43,40,4-Very,Small (5-99),Rent,Closed,488,3.9,3,Ottawa
Control,25,45,4-Very,Micro (1-4),Rent,Closed,13,2.8,3,Toronto
Control,41,50,5-Extremely,Small (5-99),Business taxes,Closed,232,3.5,2,Toronto
Control,40,48,4-Very,Small (5-99),Rent,Closed,290,2.2,2,Toronto
Control,38,40,1-Not at all,Micro (1-4),Rent,Closed,5,3.2,3,London
Control,40,56,3-Moderately,Small (5-99),Payroll,Closed,489,3.9,2,Ottawa
Control,27,35,5-Extremely,Small (5-99),Business taxes,Closed,319,3.6,3,London
Control,35,46,4-Very,Small (5-99),Insurance,Closed,497,3.5,2,Toronto
Control,36,52,4-Very,Micro (1-4),Rent,Closed,65,2.9,2,Toronto
Control,35,38,2-Slightly,Small (5-99),Paying vendors,Closed,66,3.6,2,Ottawa
Control,51,46,5-Extremely,Micro (1-4),Business taxes,Closed,43,3.1,2,Toronto
Control,30,47,5-Extremely,Small (5-99),Business taxes,Closed,89,3.3,2,Hamilton
Control,44,48,2-Slightly,Small (5-99),Rent,Closed,219,3.5,2,Toronto
Control,40,45,3-Moderately,Small (5-99),Paying vendors,Closed,336,3.9,1,Toronto
Control,46,46,3-Moderately,Small (5-99),Business taxes,Closed,200,3.6,2,London
Control,40,30,5-Extremely,Micro (1-4),Payroll,Closed,191,4.5,2,London
Control,26,42,4-Very,Small (5-99),Rent,Closed,11,3.7,3,Ottawa
Control,33,39,5-Extremely,Micro (1-4),Rent,Closed,392,3.5,2,Toronto
Control,44,44,5-Extremely,Small (5-99),Payroll,Closed,184,2.8,2,London
Control,34,53,4-Very,Small (5-99),Payroll,Closed,302,3.4,4,Toronto
Control,42,52,4-Very,Small (5-99),Rent,Closed,135,3.8,2,Toronto
Control,40,57,5-Extremely,Micro (1-4),Business taxes,Closed,327,4,2,Ottawa
Control,35,53,5-Extremely,Micro (1-4),Paying vendors,Closed,298,3,3,Toronto
Control,42,40,2-Slightly,Small (5-99),Rent,Closed,467,3.4,3,Toronto
Control,39,54,5-Extremely,Micro (1-4),Payroll,Closed,259,4.1,1,Toronto
Control,43,43,3-Moderately,Small (5-99),Rent,Closed,179,3.7,2,Toronto
Control,30,54,5-Extremely,Small (5-99),Insurance,Closed,100,3.6,2,Toronto
Control,33,52,5-Extremely,Micro (1-4),Insurance,Closed,203,3.1,2,Ottawa
Control,36,55,5-Extremely,Micro (1-4),Paying vendors,Closed,461,3.5,2,Toronto
Control,30,46,3-Moderately,Small (5-99),Rent,Open,326,4,2,Ottawa
Control,40,46,4-Very,Small (5-99),Paying vendors,Closed,214,3.8,2,Ottawa
Control,41,43,4-Very,Small (5-99),Paying vendors,Closed,256,4.1,1,Toronto
Control,34,52,5-Extremely,Small (5-99),Business taxes,Closed,456,3.4,2,London
Control,37,49,4-Very,Micro (1-4),Business taxes,Closed,52,3.8,2,Ottawa
Control,36,42,1-Not at all,Small (5-99),Rent,Closed,372,3.7,2,Toronto
Control,31,42,3-Moderately,Small (5-99),Rent,Closed,115,3.9,2,London
Control,34,55,4-Very,Small (5-99),Payroll,Closed,23,3.4,2,London
Control,30,46,3-Moderately,Small (5-99),Business taxes,Closed,195,3.6,3,Toronto
Control,31,42,5-Extremely,Micro (1-4),Payroll,Closed,55,3.3,2,Toronto
Control,44,37,4-Very,Small (5-99),Payroll,Closed,51,3.2,2,Toronto
Control,33,39,4-Very,Micro (1-4),Payroll,Closed,139,3.4,3,Toronto
Control,45,50,4-Very,Micro (1-4),Paying vendors,Closed,134,3.8,2,Toronto
Control,44,40,5-Extremely,Small (5-99),Insurance,Closed,37,3.6,3,Hamilton
Control,25,45,4-Very,Micro (1-4),Rent,Closed,369,3,2,Hamilton
Control,29,52,3-Moderately,Small (5-99),Rent,Closed,449,3.5,2,London
Control,34,49,4-Very,Small (5-99),Paying vendors,Closed,87,4,3,Ottawa
Control,29,47,5-Extremely,Micro (1-4),Insurance,Closed,301,3.7,2,Toronto
Control,46,47,3-Moderately,Micro (1-4),Payroll,Closed,171,3.4,2,Toronto
Control,30,40,4-Very,Small (5-99),Insurance,Closed,414,3.6,2,Hamilton
Control,42,45,4-Very,Small (5-99),Payroll,Closed,314,3.5,2,Toronto
Control,39,46,5-Extremely,Medium (100-499),Business taxes,Closed,464,3.2,2,Toronto
Control,33,42,3-Moderately,Small (5-99),Rent,Closed,485,3.4,3,Toronto
Control,53,49,4-Very,Small (5-99),Payroll,Closed,16,4,3,Hamilton
Control,43,45,4-Very,Small (5-99),Paying vendors,Closed,239,2.3,2,Toronto
Control,35,48,4-Very,Small (5-99),Paying vendors,Closed,410,3.9,2,Ottawa
Control,40,47,4-Very,Small (5-99),Payroll,Closed,236,3.3,2,Toronto
Control,40,43,3-Moderately,Small (5-99),Rent,Closed,215,3.8,1,Toronto
Control,31,38,5-Extremely,Small (5-99),Paying vendors,Closed,387,3.7,2,Toronto
Control,51,47,3-Moderately,Small (5-99),Rent,Closed,380,4,2,Toronto
Control,32,44,4-Very,Small (5-99),Business taxes,Closed,218,3.2,2,Toronto
Control,43,40,4-Very,Small (5-99),Insurance,Closed,379,3.9,2,Toronto
Control,29,43,3-Moderately,Small (5-99),Paying vendors,New,0,3.7,2,Ottawa
Control,44,42,4-Very,Micro (1-4),Rent,New,408,4.3,3,Ottawa
Control,50,49,5-Extremely,Micro (1-4),Paying vendors,Closed,410,3.5,2,London
Control,42,37,3-Moderately,Micro (1-4),Rent,Closed,354,3.1,2,Toronto
Control,40,44,5-Extremely,Micro (1-4),Rent,Closed,75,3.9,2,Toronto
Control,28,43,5-Extremely,Small (5-99),Paying vendors,Closed,424,3.6,2,Ottawa
Control,28,50,4-Very,Small (5-99),Business taxes,Closed,276,2.7,1,Toronto
Control,39,44,3-Moderately,Micro (1-4),Rent,Closed,302,4.2,2,Hamilton
Control,53,50,2-Slightly,Small (5-99),Insurance,Closed,194,3.1,2,Hamilton
Control,32,47,5-Extremely,Small (5-99),Payroll,Closed,459,3.9,3,Toronto
Control,32,41,5-Extremely,Small (5-99),Rent,Closed,322,3.8,3,Ottawa
Control,44,38,3-Moderately,Small (5-99),Insurance,Closed,16,3.1,2,Ottawa
Control,43,47,3-Moderately,Small (5-99),Business taxes,Closed,325,3.3,2,Ottawa
Control,42,48,5-Extremely,Small (5-99),Rent,Closed,314,2.6,2,Toronto
Control,31,41,5-Extremely,Small (5-99),Rent,Closed,367,3.5,2,Ottawa
Control,32,48,2-Slightly,Micro (1-4),Rent,Closed,426,4.4,2,Toronto
Control,39,38,4-Very,Micro (1-4),Business taxes,Closed,233,3.3,3,Hamilton
Control,48,45,4-Very,Micro (1-4),Insurance,Closed,393,3.8,1,Toronto
Control,39,50,4-Very,Small (5-99),Business taxes,Closed,58,3.3,3,London
Control,40,45,1-Not at all,Micro (1-4),Paying vendors,Closed,406,4.3,1,Hamilton
Control,32,47,3-Moderately,Micro (1-4),Insurance,Closed,270,3.1,2,Ottawa
Control,34,38,5-Extremely,Small (5-99),Paying vendors,Closed,484,3.2,1,Ottawa
Control,36,42,3-Moderately,Small (5-99),Paying vendors,Closed,195,3.3,2,Toronto
Control,34,42,2-Slightly,Small (5-99),Rent,Closed,88,3,2,Toronto
Control,30,52,4-Very,Micro (1-4),Payroll,Closed,316,3.3,1,London
Control,36,49,4-Very,Small (5-99),Business taxes,Closed,348,4.1,3,London
Control,36,51,3-Moderately,Small (5-99),Business taxes,Closed,481,3.7,2,Ottawa
Control,49,50,2-Slightly,Small (5-99),Insurance,Closed,170,4,2,London
Control,40,44,5-Extremely,Small (5-99),Paying vendors,Closed,365,3.1,2,Hamilton
Control,41,58,1-Not at all,Small (5-99),Payroll,Closed,176,3.1,2,Toronto
Control,40,52,3-Moderately,Small (5-99),Insurance,Closed,271,3.8,2,Toronto
Control,45,41,5-Extremely,Small (5-99),Business taxes,Closed,473,3.1,2,Toronto
Control,45,45,5-Extremely,Small (5-99),Payroll,Closed,290,3.5,2,Toronto
Control,48,44,3-Moderately,Small (5-99),Insurance,Closed,299,3.6,2,Toronto
Control,36,43,4-Very,Small (5-99),Paying vendors,Closed,6,3.3,2,Toronto
Control,26,44,5-Extremely,Small (5-99),Paying vendors,Closed,421,3.7,2,Toronto
Control,40,54,1-Not at all,Micro (1-4),Rent,Closed,300,3.8,1,Ottawa
Control,36,45,5-Extremely,Micro (1-4),Rent,Closed,369,3.9,2,Ottawa
Control,33,37,4-Very,Small (5-99),Payroll,Closed,251,3.9,2,Toronto
Control,44,44,3-Moderately,Micro (1-4),Business taxes,Closed,163,3.1,2,Hamilton
Control,33,40,1-Not at all,Small (5-99),Rent,Closed,405,3.7,3,Toronto
Control,35,41,5-Extremely,Small (5-99),Business taxes,Closed,461,3,2,Toronto
Control,33,40,4-Very,Micro (1-4),Paying vendors,Closed,80,3.6,2,Toronto
Control,29,51,3-Moderately,Small (5-99),Insurance,Closed,42,2.3,1,London
Control,41,42,5-Extremely,Micro (1-4),Insurance,Closed,205,4.1,2,Ottawa
Control,30,41,4-Very,Small (5-99),Payroll,Closed,147,4,2,London
Control,32,49,5-Extremely,Micro (1-4),Rent,Closed,182,4.3,2,Toronto
Control,24,52,3-Moderately,Small (5-99),Paying vendors,Closed,8,3.9,1,London
Control,49,47,5-Extremely,Small (5-99),Payroll,Closed,337,3.5,2,Toronto
Control,30,45,5-Extremely,Micro (1-4),Rent,Closed,128,3.2,2,Hamilton
Control,31,46,4-Very,Small (5-99),Payroll,Closed,18,2.8,2,Ottawa
Control,35,52,4-Very,Small (5-99),Paying vendors,Closed,447,3.7,3,Ottawa
Control,34,44,4-Very,Small (5-99),Payroll,Closed,20,3.3,2,Hamilton
Control,36,48,3-Moderately,Small (5-99),Business taxes,Closed,257,4.1,1,Toronto
Control,38,48,5-Extremely,Small (5-99),Insurance,Closed,427,2.1,2,Hamilton
Control,38,39,5-Extremely,Small (5-99),Insurance,Closed,336,3,2,Ottawa
Control,50,42,3-Moderately,Small (5-99),Business taxes,Closed,80,3.1,3,Thunder Bay
Control,41,39,5-Extremely,Micro (1-4),Business taxes,Closed,61,3.4,2,Toronto
Control,34,42,5-Extremely,Small (5-99),Paying vendors,Closed,440,3.8,2,Toronto
Control,34,43,3-Moderately,Small (5-99),Business taxes,Closed,89,3.3,2,Hamilton
Control,35,52,2-Slightly,Small (5-99),Business taxes,Closed,319,4,2,Toronto
Control,30,52,4-Very,Small (5-99),Payroll,Closed,468,3.3,3,Toronto
Control,37,43,3-Moderately,Small (5-99),Payroll,Closed,134,3.4,2,Toronto
Control,41,45,4-Very,Micro (1-4),Paying vendors,Closed,166,3.6,2,Hamilton
Control,31,44,5-Extremely,Small (5-99),Paying vendors,Closed,371,3.2,2,Toronto
Control,46,44,3-Moderately,Micro (1-4),Paying vendors,Closed,28,3.9,2,Ottawa
Control,36,37,3-Moderately,Small (5-99),Business taxes,Closed,107,3.5,2,Toronto
Control,37,37,5-Extremely,Small (5-99),Rent,Closed,142,4.2,2,Ottawa
Control,46,51,5-Extremely,Small (5-99),Business taxes,Closed,252,2.5,2,Ottawa
Control,38,45,4-Very,Small (5-99),Payroll,Closed,90,3.6,1,Toronto
Control,49,50,5-Extremely,Small (5-99),Payroll,Closed,214,3.4,2,Toronto
Control,32,40,3-Moderately,Small (5-99),Business taxes,Closed,85,3.4,1,Toronto
Control,40,41,4-Very,Small (5-99),Paying vendors,Closed,374,3.3,3,London
Control,40,48,4-Very,Small (5-99),Paying vendors,Closed,71,3.6,3,Toronto
Control,35,45,3-Moderately,Small (5-99),Payroll,Closed,269,3.3,2,Thunder Bay
Control,36,38,5-Extremely,Micro (1-4),Insurance,Closed,194,3.1,1,Hamilton
Control,38,46,5-Extremely,Small (5-99),Paying vendors,Closed,496,2.8,2,Hamilton
Control,39,46,4-Very,Micro (1-4),Insurance,Closed,124,3.9,2,Toronto
Control,32,35,5-Extremely,Small (5-99),Rent,Closed,475,4.6,2,Toronto
Control,39,51,5-Extremely,Small (5-99),Rent,Closed,360,3.4,3,London
Control,36,41,4-Very,Small (5-99),Rent,Closed,66,3.4,1,Toronto
Control,35,52,4-Very,Small (5-99),Insurance,Closed,142,2.9,2,Toronto
Control,30,44,4-Very,Micro (1-4),Insurance,Closed,44,4,1,Toronto
Control,40,56,5-Extremely,Small (5-99),Paying vendors,Closed,398,3.6,2,Hamilton
Control,36,47,3-Moderately,Small (5-99),Insurance,Closed,443,3.1,2,Toronto
Control,40,44,4-Very,Micro (1-4),Payroll,Closed,431,2.7,2,Toronto
Control,32,44,5-Extremely,Medium (100-499),Insurance,Closed,433,3.3,3,Thunder Bay
Control,48,43,4-Very,Small (5-99),Rent,Closed,286,3.9,2,Hamilton
Control,47,50,5-Extremely,Small (5-99),Rent,Closed,21,3.1,1,Toronto
Control,39,41,3-Moderately,Micro (1-4),Insurance,Closed,39,3.4,2,Toronto
Control,34,42,5-Extremely,Micro (1-4),Insurance,Open,61,3.6,2,Hamilton
Control,43,39,5-Extremely,Small (5-99),Paying vendors,Closed,108,3.9,3,Ottawa
Control,36,48,3-Moderately,Small (5-99),Payroll,Closed,98,3.8,2,Toronto
Control,35,44,4-Very,Small (5-99),Insurance,Closed,221,3.7,2,Hamilton
Control,33,47,4-Very,Small (5-99),Rent,Closed,476,3.4,2,Toronto
Control,36,38,3-Moderately,Small (5-99),Business taxes,Closed,456,3.5,1,Toronto
Control,37,43,3-Moderately,Small (5-99),Business taxes,Closed,182,2.7,2,Ottawa
Control,46,41,4-Very,Small (5-99),Rent,Closed,422,3.6,1,Toronto
Control,37,43,4-Very,Small (5-99),Paying vendors,Closed,74,3.1,2,Toronto
Control,42,46,5-Extremely,Micro (1-4),Insurance,Closed,138,3.8,1,Toronto
Control,39,45,4-Very,Small (5-99),Rent,Closed,70,2.7,2,Toronto
Control,38,41,1-Not at all,Small (5-99),Payroll,Closed,46,3.3,1,Toronto
Control,38,46,5-Extremely,Small (5-99),Insurance,Closed,71,3.4,2,Toronto
Control,42,42,4-Very,Micro (1-4),Rent,Closed,294,3.7,2,Ottawa
Control,37,32,5-Extremely,Small (5-99),Insurance,Closed,148,4,1,Toronto
Control,32,45,5-Extremely,Small (5-99),Insurance,Closed,84,3.7,2,Ottawa
Control,38,47,5-Extremely,Small (5-99),Rent,Closed,248,2.9,3,Hamilton
Control,34,38,5-Extremely,Micro (1-4),Payroll,Closed,359,2.6,2,Toronto
Control,45,37,3-Moderately,Micro (1-4),Rent,Closed,464,2.9,2,Toronto
Control,32,50,5-Extremely,Small (5-99),Business taxes,Closed,167,3.1,1,Ottawa
Control,41,40,5-Extremely,Small (5-99),Payroll,Closed,221,3.9,2,Ottawa
Control,40,40,5-Extremely,Small (5-99),Rent,Closed,460,4.2,2,Toronto
Control,36,42,5-Extremely,Small (5-99),Business taxes,Closed,440,4,2,Toronto
Control,40,45,3-Moderately,Small (5-99),Rent,Closed,12,3.9,1,Toronto
Control,35,58,4-Very,Small (5-99),Payroll,Closed,358,3,2,Hamilton
Control,41,45,5-Extremely,Small (5-99),Insurance,Closed,170,3.9,2,Ottawa
Control,38,49,5-Extremely,Small (5-99),Payroll,Closed,120,2.6,1,Hamilton
Control,33,42,2-Slightly,Small (5-99),Business taxes,Closed,373,3.9,2,Ottawa
Control,30,47,4-Very,Small (5-99),Paying vendors,Closed,256,3.5,2,Toronto
Control,35,41,3-Moderately,Small (5-99),Rent,Closed,396,2.8,1,Toronto
Control,37,39,3-Moderately,Small (5-99),Payroll,New,54,3.7,2,Toronto
Control,30,46,5-Extremely,Small (5-99),Rent,Closed,376,3.6,2,London
Control,39,39,3-Moderately,Small (5-99),Payroll,New,26,3.3,2,Toronto
Control,36,47,3-Moderately,Small (5-99),Insurance,Closed,188,3.9,2,Toronto
Control,32,44,4-Very,Micro (1-4),Business taxes,Closed,31,4,1,Ottawa
Control,40,49,5-Extremely,Small (5-99),Insurance,Closed,232,3.8,2,Toronto
Control,34,43,5-Extremely,Small (5-99),Payroll,Open,220,3.6,2,Ottawa
Control,48,40,1-Not at all,Small (5-99),Paying vendors,Closed,237,2.3,2,Hamilton
Control,43,39,4-Very,Small (5-99),Rent,Closed,355,3.6,2,Toronto
Control,40,49,4-Very,Small (5-99),Rent,Closed,107,3.5,2,Ottawa
Control,28,37,4-Very,Small (5-99),Rent,Closed,212,3,1,Toronto
Control,35,44,4-Very,Micro (1-4),Rent,Closed,320,3.2,2,Toronto
Control,46,50,3-Moderately,Small (5-99),Business taxes,Closed,66,4.3,1,Toronto
Control,29,44,3-Moderately,Micro (1-4),Insurance,Closed,273,4,1,Hamilton
Control,39,39,3-Moderately,Small (5-99),Rent,Open,280,3.6,1,Toronto
Control,45,37,4-Very,Small (5-99),Rent,Closed,176,3,2,London
Control,34,49,5-Extremely,Small (5-99),Rent,Closed,155,4.3,2,Toronto
Control,42,48,5-Extremely,Small (5-99),Payroll,Closed,361,3,2,Ottawa
Control,46,43,5-Extremely,Micro (1-4),Rent,Closed,453,3.9,2,Toronto
Control,49,44,5-Extremely,Small (5-99),Business taxes,Closed,468,4.2,3,Hamilton
Control,32,48,5-Extremely,Small (5-99),Paying vendors,Closed,157,3.1,2,Toronto
Control,29,36,4-Very,Medium (100-499),Rent,Closed,23,3.9,2,Thunder Bay
Control,46,46,5-Extremely,Small (5-99),Insurance,Closed,365,3.3,2,Hamilton
Control,42,51,4-Very,Small (5-99),Payroll,Closed,291,4,3,Thunder Bay
Control,34,48,4-Very,Small (5-99),Rent,Closed,424,4,2,Toronto
Control,32,46,2-Slightly,Small (5-99),Insurance,Closed,180,3.1,3,Hamilton
Control,42,37,5-Extremely,Small (5-99),Business taxes,Closed,59,3,2,Thunder Bay
Control,37,51,1-Not at all,Small (5-99),Business taxes,Closed,41,3.4,2,Toronto
Control,40,43,5-Extremely,Micro (1-4),Paying vendors,Closed,227,4.7,2,Toronto
Control,46,40,4-Very,Small (5-99),Payroll,Closed,417,4.7,2,Ottawa
Control,56,48,3-Moderately,Small (5-99),Business taxes,Closed,198,3.2,2,Toronto
Control,49,45,4-Very,Small (5-99),Business taxes,Closed,254,3.3,2,Toronto
Control,39,41,5-Extremely,Micro (1-4),Business taxes,Closed,303,3.2,2,Toronto
Control,31,50,5-Extremely,Small (5-99),Paying vendors,Closed,239,4.2,3,Ottawa
Control,50,38,2-Slightly,Small (5-99),Insurance,Closed,451,3.4,3,Toronto
Control,40,44,5-Extremely,Small (5-99),Payroll,Closed,54,2.9,1,Toronto
Control,39,38,5-Extremely,Micro (1-4),Payroll,Closed,477,3.2,1,Toronto
Control,35,47,5-Extremely,Micro (1-4),Paying vendors,Closed,303,4,2,Toronto
Control,38,42,5-Extremely,Small (5-99),Insurance,Closed,198,3,2,Ottawa
Control,38,42,2-Slightly,Small (5-99),Payroll,Closed,304,4.2,2,Toronto
Control,41,47,2-Slightly,Small (5-99),Rent,Closed,159,3,1,Toronto
Control,35,46,5-Extremely,Micro (1-4),Payroll,Closed,430,3.4,2,Toronto
Control,39,40,4-Very,Micro (1-4),Payroll,Closed,159,3.8,2,Toronto
Control,36,49,3-Moderately,Small (5-99),Paying vendors,Closed,57,3,2,Ottawa
Control,34,41,5-Extremely,Small (5-99),Paying vendors,Closed,84,3.9,2,Ottawa
Control,47,43,5-Extremely,Small (5-99),Insurance,Closed,59,3.4,2,Ottawa
Control,38,43,2-Slightly,Micro (1-4),Paying vendors,Closed,64,4.1,2,Toronto
Control,36,44,5-Extremely,Small (5-99),Insurance,Closed,452,3.6,2,Toronto
Control,32,45,4-Very,Micro (1-4),Insurance,Closed,60,3.5,2,Ottawa
Control,35,48,5-Extremely,Small (5-99),Rent,Closed,218,3.5,2,Ottawa
Control,34,50,4-Very,Small (5-99),Payroll,Closed,156,4.1,2,Toronto
Control,35,37,4-Very,Micro (1-4),Insurance,Closed,235,3.8,2,Toronto
Control,42,48,3-Moderately,Small (5-99),Payroll,Closed,476,3.9,2,Toronto
Control,42,40,5-Extremely,Small (5-99),Paying vendors,Closed,251,3.4,2,Toronto
Control,45,42,4-Very,Small (5-99),Paying vendors,Closed,437,2.9,2,Ottawa
Control,37,41,4-Very,Micro (1-4),Paying vendors,Closed,288,3.5,3,Hamilton
Control,30,46,4-Very,Micro (1-4),Business taxes,Closed,154,4.2,2,Thunder Bay
Control,37,41,3-Moderately,Small (5-99),Rent,Closed,228,2.7,2,Hamilton
Control,42,43,4-Very,Small (5-99),Business taxes,Closed,362,3.4,3,Toronto
